ItemId,QualityStars,IconNo,IconColNo,Price
13348,0,439,1,10
13349,0,439,1,10
13350,0,439,1,10
13351,0,439,1,10
13352,0,439,1,10
13353,0,439,1,10
13354,0,439,1,10
13355,0,439,1,10
13356,0,439,1,10
13357,0,439,1,10
13786,0,462,1,0
13787,0,462,1,0
13788,0,462,1,0
13789,0,462,1,0
13790,0,462,1,0
13791,0,462,1,0
13800,0,429,83,1000
13801,0,432,83,1000
13802,0,437,83,900
13803,0,438,83,900
13804,0,436,83,600
13805,0,458,83,900
13806,0,459,83,900
13807,0,435,83,1000
13808,0,436,83,600
13809,0,436,83,600
13846,0,0,0,0
13847,0,0,0,0
13848,0,0,0,0
13849,0,0,0,0
13850,0,0,0,0
13851,0,0,0,0
13852,0,0,0,0
13853,0,0,0,0
13854,0,0,0,0
13855,0,0,0,0
13856,0,0,0,0
13857,0,0,0,0
13858,0,0,0,0
13859,0,0,0,0
13860,0,0,0,0
13861,0,0,0,0
13862,0,0,0,0
13863,0,0,0,0
13864,0,0,0,0
13865,0,0,0,0
13866,0,0,0,0
13867,0,0,0,0
13868,0,0,0,0
13869,0,0,0,0
13870,0,0,0,0
13871,0,0,0,0
13872,0,0,0,0
13873,0,0,0,0
13874,0,0,0,0
13875,0,0,0,0
13876,0,0,0,0
13877,0,0,0,0
13878,0,0,0,0
13879,0,0,0,0
13880,0,0,0,0
13881,0,0,0,0
13882,0,0,0,0
13883,0,0,0,0
13884,0,0,0,0
13885,0,0,0,0
13886,0,0,0,0
13887,0,0,0,0
13888,0,0,0,0
13889,0,0,0,0
13890,0,0,0,0
13891,0,0,0,0
13892,0,0,0,0
13893,0,0,0,0
13894,0,0,0,0
13895,0,0,0,0
13896,0,0,0,0
13897,0,0,0,0
13898,0,0,0,0
13899,0,0,0,0
13900,0,0,0,0
13901,0,0,0,0
13902,0,0,0,0
13903,0,0,0,0
13904,0,0,0,0
13905,0,0,0,0
13906,0,0,0,0
13907,0,0,0,0
13908,0,0,0,0
13909,0,0,0,0
13910,0,0,0,0
13911,0,0,0,0
13912,0,0,0,0
13913,0,0,0,0
13914,0,0,0,0
13915,0,0,0,0
13916,0,0,0,0
13917,0,0,0,0
13918,0,0,0,0
13919,0,0,0,0
13920,0,0,0,0
13921,0,0,0,0
13922,0,0,0,0
13923,0,0,0,0
13924,0,0,0,0
13925,0,0,0,0
13926,0,0,0,0
13927,0,0,0,0
13928,0,0,0,0
13929,0,0,0,0
13930,0,0,0,0
13931,0,0,0,0
13932,0,0,0,0
13933,0,0,0,0
13934,0,0,0,0
13935,0,0,0,0
13936,0,0,0,0
13937,0,0,0,0
13938,0,0,0,0
13939,0,0,0,0
13940,0,0,0,0
13941,0,0,0,0
13942,0,0,0,0
13943,0,0,0,0
13944,0,0,0,0
13945,0,0,0,0
13946,0,0,0,0
13947,0,0,0,0
13948,0,0,0,0
13949,0,0,0,0
13950,0,0,0,0
13951,0,0,0,0
13952,0,0,0,0
13953,0,0,0,0
13954,0,0,0,0
13955,0,0,0,0
13956,0,0,0,0
13957,0,0,0,0
13958,0,0,0,0
13959,0,0,0,0
13960,0,0,0,0
13961,0,0,0,0
13962,0,0,0,0
13963,0,0,0,0
13964,0,0,0,0
13965,0,0,0,0
13966,0,0,0,0
13967,0,0,0,0
13968,0,0,0,0
13969,0,0,0,0
13970,0,0,0,0
13971,0,0,0,0
14189,0,1414,100,950
14190,0,1415,100,950
14191,0,1416,100,950
14192,0,1417,100,950
16100,0,462,1,0
16101,0,462,1,0
16102,0,462,1,0
16103,0,462,1,0
16104,0,462,1,0
16105,0,462,1,0
16106,0,462,1,0
16107,0,462,1,0
16108,0,462,1,0
16109,0,462,1,0
16110,0,462,1,0
16111,0,462,1,0
16455,0,0,1,0
16456,0,0,1,0
16457,0,0,1,0
16458,0,0,1,0
16459,0,0,1,0
16460,0,0,1,0
16461,0,0,1,0
16462,0,0,1,0
16463,0,0,1,0
16464,0,0,1,0
16465,0,0,1,0
16466,0,0,1,0
16470,0,0,1,0
16471,0,0,1,0
16743,0,1779,1,10
16744,0,1780,1,10
16822,0,2090,1,100
16831,0,2090,1,10000
17106,0,1826,1,10
17107,0,1827,1,80
17923,0,2097,101,100
17924,0,2095,101,100
17925,0,2094,101,100
17926,0,2096,101,100
18640,0,1981,1,500
18641,0,1982,1,800
18643,0,1978,1,1
18644,0,1978,1,10
18645,0,1978,1,100
18742,0,1979,1,0
18743,0,1979,1,0
18744,0,1979,1,0
18816,0,2012,1,0
18817,0,2013,1,0
18818,0,2014,1,0
18825,0,462,1,0
18827,0,1980,1,0
18828,0,423,1,0
18829,0,424,1,1250
18830,0,425,1,0
18831,0,2090,1,0
18832,0,2091,1,0
18836,0,0,0,0
18837,0,0,0,0
18838,0,0,0,0
18839,0,0,0,0
18840,0,0,0,0
18841,0,0,0,0
18842,0,0,0,0
18843,0,0,0,0
18844,0,0,0,0
18845,0,0,0,0
18846,0,0,0,0
18847,0,0,0,0
18848,0,0,0,0
18849,0,0,0,0
18850,0,0,0,0
18851,0,0,0,0
18852,0,0,0,0
18853,0,0,0,0
18854,0,0,0,0
18855,0,0,0,0
18856,0,0,0,0
18857,0,0,0,0
18858,0,0,0,0
18859,0,0,0,0
18860,0,0,0,0
18861,0,0,0,0
18862,0,0,0,0
18863,0,0,0,0
18864,0,0,0,0
18865,0,0,0,0
18866,0,0,0,0
18867,0,0,0,0
18868,0,0,0,0
18869,0,0,0,0
18870,0,0,0,0
18871,0,0,0,0
18872,0,0,0,0
18873,0,0,0,0
18874,0,0,0,0
18875,0,0,0,0
19199,0,462,1,0
19200,0,462,1,0
19201,0,462,1,0
19202,0,462,1,0
19203,0,462,1,0
19204,0,462,1,0
19205,0,462,1,0
19206,0,462,1,0
19207,0,462,1,0
19208,0,462,1,0
19209,0,462,1,0
19210,0,462,1,0
19211,0,462,1,0
19212,0,462,1,0
19213,0,462,1,0
19214,0,462,1,0
19215,0,462,1,0
19216,0,462,1,0
19217,0,462,1,0
19218,0,462,1,0
19219,0,462,1,0
19220,0,462,1,0
19221,0,462,1,0
19222,0,462,1,0
19223,0,462,1,0
19224,0,462,1,0
19225,0,462,1,0
19226,0,462,1,0
19227,0,462,1,0
19228,0,462,1,0
19229,0,462,1,0
19230,0,462,1,0
19231,0,462,1,0
19232,0,462,1,0
19233,0,462,1,0
19234,0,462,1,0
19235,0,462,1,0
19367,0,2092,1,0
19382,0,459,17,150
19383,0,456,17,150
19384,0,458,17,150
19508,0,423,1,1000
19509,0,423,1,10000
19510,0,424,1,1000
19511,0,425,1,1000
21182,0,2178,17,10
21183,0,2179,17,10
21328,0,2376,17,10
21329,0,2377,17,10
21484,0,0,0,0
21485,0,0,0,0
21486,0,0,0,0
21487,0,0,0,0
21488,0,0,0,0
21489,0,0,0,0
21490,0,0,0,0
21491,0,0,0,0
21492,0,0,0,0
21493,0,0,0,0
21494,0,0,0,0
21495,0,0,0,0
21496,0,0,0,0
21497,0,0,0,0
21498,0,0,0,0
21499,0,0,0,0
21500,0,0,0,0
21501,0,0,0,0
21502,0,0,0,0
21503,0,0,0,0
21504,0,0,0,0
21505,0,0,0,0
21506,0,0,0,0
21507,0,0,0,0
21508,0,0,0,0
21509,0,0,0,0
21510,0,0,0,0
21511,0,0,0,0
21512,0,0,0,0
21513,0,0,0,0
21514,0,0,0,0
21515,0,0,0,0
21516,0,0,0,0
21517,0,0,0,0
21518,0,0,0,0
21519,0,0,0,0
21520,0,0,0,0
21521,0,0,0,0
21522,0,0,0,0
21523,0,0,0,0
21524,0,0,0,0
21525,0,0,0,0
21526,0,0,0,0
21527,0,0,0,0
21528,0,0,0,0
21529,0,0,0,0
21530,0,0,0,0
21531,0,0,0,0
21532,0,0,0,0
21533,0,0,0,0
21534,0,0,0,0
21535,0,0,0,0
21536,0,0,0,0
21537,0,0,0,0
21631,0,2421,82,0
21632,0,2421,82,0
21633,0,2421,82,0
21634,0,2421,82,0
21635,0,2421,82,0
21636,0,2421,82,0
21637,0,2421,82,0
21638,0,2421,82,0
21639,0,2421,82,0
21640,0,2421,82,0
21641,0,2422,82,0
21642,0,2422,82,0
21643,0,2422,82,0
21644,0,2422,82,0
21645,0,2422,82,0
21646,0,2422,82,0
21647,0,2422,82,0
21648,0,2422,82,0
21649,0,2422,82,0
21650,0,2422,82,0
23113,0,2441,15,1
23114,0,2441,15,10
23115,0,2441,15,100
23116,0,2442,15,1
23117,0,2442,15,10
23118,0,2442,15,100
23119,0,2443,15,1
23120,0,2443,15,10
23121,0,2443,15,100
23122,0,462,15,1
23123,0,2012,1,0
23365,0,2505,101,0
23366,0,2505,101,0
23367,0,2505,101,0
23368,0,2505,101,0
23369,0,2505,101,0
23370,0,2505,101,0
23371,0,2505,101,0
23372,0,2505,101,0
23373,0,2505,101,0
23374,0,2505,101,0
23375,0,2505,86,0
23411,0,2607,101,100
23412,0,2606,101,100
23413,0,2608,1,0
23545,0,2602,17,10
23546,0,2603,17,10
23547,0,2604,17,10
23548,0,2605,17,10
24722,0,435,5,500
24742,0,436,104,100
24743,0,436,104,100
24786,0,2421,82,0
24787,0,2421,82,0
24788,0,2421,82,0
24789,0,2421,82,0
24790,0,2421,82,0
24791,0,2421,82,0
24792,0,2421,82,0
24793,0,2421,82,0
24794,0,2421,82,0
24795,0,2421,82,0
24796,0,2421,82,0
24797,0,2421,1,0
24798,0,2012,1,0
24800,0,2925,17,10
24801,0,2926,17,10
25623,0,2421,1,0
25624,0,2421,1,0
25625,0,2421,1,0
25651,0,2091,1,0
25652,0,2091,1,0
25653,0,2091,1,0
1053,0,1047,1,5
1054,0,1047,1,5
1074,0,463,1,5
1316,0,517,2,50
5723,0,537,1,0
1359,0,537,1,0
7551,0,463,3,85
7726,0,464,4,185
7727,0,464,104,250
7728,0,463,2,25
7729,0,495,2,75
7730,0,495,5,515
7731,0,495,6,915
7732,0,497,2,25
7733,0,497,102,50
7734,0,464,5,325
7735,0,463,1,5
7736,0,463,1,10
7737,0,463,3,130
7738,0,464,3,130
7739,0,497,105,325
7740,0,464,104,250
7741,0,464,5,325
7742,0,497,105,410
7743,0,504,6,757
7744,0,464,105,410
7745,0,465,105,325
7746,0,465,106,610
7747,0,471,104,370
7748,0,468,105,820
7749,0,467,103,170
7750,0,466,1,10
7751,0,466,105,650
7752,0,466,2,20
7753,0,467,5,205
7754,0,468,106,1220
7756,0,468,105,650
7758,0,468,3,260
7759,0,469,4,370
7760,0,469,2,20
7761,0,470,4,650
7762,0,469,3,170
7763,0,470,106,1220
7764,0,516,4,277
7765,0,470,104,500
7766,0,470,103,370
7767,0,472,1,10
7768,0,472,1,5
7769,0,473,103,130
7770,0,472,105,325
7771,0,473,2,50
7772,0,474,106,410
7773,0,475,1,5
7774,0,475,1,10
7775,0,476,2,25
7776,0,476,3,130
7777,0,476,104,185
7778,0,476,4,250
7779,0,476,3,130
7780,0,477,105,325
7781,0,477,5,260
7782,0,477,105,410
7783,0,478,3,130
7784,0,467,104,370
7785,0,468,104,500
7787,0,470,3,260
7788,0,470,2,100
7798,0,469,1,15
7799,0,470,105,650
7800,0,469,105,820
7801,0,471,4,500
7802,0,471,106,1220
7803,0,473,2,25
7804,0,474,3,85
7806,0,474,105,410
7807,0,474,4,185
7808,0,516,6,757
7809,0,476,2,50
7810,0,477,102,85
7811,0,478,1,5
7812,0,478,1,10
7813,0,478,1,10
7814,0,478,3,130
7815,0,479,2,85
7816,0,479,5,325
7818,0,479,105,410
7819,0,478,106,610
7820,0,479,104,250
7822,0,480,6,405
7823,0,480,106,505
7824,0,481,1,10
7825,0,481,2,25
7826,0,481,3,85
7827,0,482,2,50
7828,0,482,3,85
7829,0,483,4,185
7830,0,483,4,250
7831,0,483,5,325
7832,0,483,5,325
7833,0,483,6,280
7834,0,481,1,5
7836,0,481,1,5
7837,0,482,4,185
7838,0,481,3,130
7839,0,481,2,25
7840,0,482,2,50
7841,0,482,3,85
7842,0,482,105,325
7843,0,484,1,5
7844,0,484,2,10
7845,0,484,2,25
7846,0,485,4,185
7847,0,485,2,50
7848,0,485,3,85
7849,0,484,3,130
7850,0,486,5,330
7851,0,486,4,250
7852,0,486,5,325
7853,0,487,2,37
7854,0,487,1,15
7855,0,487,2,75
7856,0,488,3,127
7857,0,488,4,277
7858,0,487,1,7
7859,0,489,5,487
7860,0,487,5,504
7861,0,489,3,195
7862,0,489,5,487
7863,0,488,3,127
7864,0,488,3,195
7865,0,487,2,80
7866,0,487,104,615
7867,0,487,4,615
7868,0,488,4,277
7869,0,489,4,375
7870,0,489,105,757
7871,0,489,106,915
7872,0,491,2,50
7873,0,490,1,20
7874,0,491,2,100
7875,0,1431,4,370
7876,0,491,1,10
7877,0,492,5,650
7878,0,1432,5,820
7879,0,490,3,260
7880,0,491,5,650
7881,0,492,3,170
7882,0,491,3,170
7883,0,490,4,370
7884,0,491,4,500
7885,0,491,5,820
7886,0,492,6,1010
7887,0,1432,106,1220
7888,0,490,4,500
7889,0,487,105,820
7890,0,491,6,1010
7891,0,492,6,1010
7892,0,492,5,820
7893,0,493,1,10
7894,0,494,4,277
7895,0,493,2,75
7896,0,494,3,127
7897,0,494,2,37
7898,0,493,5,487
7899,0,494,3,195
7900,0,494,4,375
7901,0,495,3,127
7902,0,495,4,375
7903,0,495,3,195
7904,0,493,4,375
7907,0,494,2,75
7908,0,495,106,757
7909,0,495,106,915
7910,0,494,5,487
7911,0,495,5,515
7912,0,495,2,127
7913,0,494,106,915
7914,0,495,6,527
7916,0,494,2,75
7917,0,496,1,5
7918,0,496,3,130
7919,0,496,1,10
7920,0,496,3,130
7921,0,496,4,185
7922,0,498,6,610
7923,0,497,5,325
7924,0,496,3,85
7925,0,496,104,250
7927,0,498,105,325
7928,0,497,4,250
7929,0,497,105,325
7930,0,498,106,610
7931,0,498,106,610
7932,0,498,105,325
7934,0,501,1,10
7935,0,501,2,100
7936,0,501,2,50
7937,0,500,3,260
7938,0,500,3,170
7939,0,500,4,370
7940,0,500,4,500
7941,0,499,4,500
7942,0,499,5,650
7943,0,499,5,820
7944,0,501,1,20
7945,0,501,4,370
7946,0,501,3,170
7947,0,1436,5,650
7948,0,500,5,650
7949,0,499,6,1220
7950,0,499,6,1010
7951,0,502,1,15
7952,0,502,2,37
7953,0,502,2,75
7954,0,503,3,127
7955,0,503,3,195
7956,0,504,4,277
7957,0,503,4,277
7958,0,504,5,487
7959,0,504,5,615
7960,0,502,1,7
7961,0,505,1,7
7962,0,505,1,15
7963,0,505,2,37
7964,0,506,4,277
7965,0,506,2,75
7966,0,507,4,375
7967,0,505,3,127
7968,0,506,3,195
7969,0,506,4,375
7970,0,507,5,487
7971,0,505,4,100
7972,0,506,3,210
7974,0,508,1,5
7975,0,508,2,25
7976,0,508,1,10
7977,0,509,3,85
7978,0,509,3,130
7979,0,510,4,185
7980,0,508,2,25
7981,0,509,3,85
7982,0,509,2,50
7983,0,510,4,250
7984,0,510,5,325
7985,0,508,2,50
7986,0,509,5,325
7987,0,509,2,50
7989,0,508,1,10
7990,0,510,4,250
7991,0,508,2,25
7992,0,509,104,250
7993,0,512,1,5
7994,0,512,1,10
7995,0,512,4,185
7996,0,513,2,25
7997,0,511,4,250
7998,0,511,3,85
7999,0,511,5,325
8000,0,513,102,50
8001,0,513,105,325
8002,0,514,1,15
8003,0,514,2,75
8004,0,514,2,75
8005,0,514,2,75
8006,0,514,2,75
8007,0,515,4,277
8008,0,515,4,277
8009,0,515,4,277
8010,0,515,4,277
8011,0,516,3,127
8012,0,516,3,127
8013,0,516,3,127
8014,0,516,3,195
8015,0,516,3,195
8016,0,517,1,10
8017,0,517,3,410
8018,0,517,5,85
8019,0,517,4,185
8020,0,517,5,325
8021,0,517,106,610
8022,0,517,6,410
8023,0,519,6,250
8024,0,517,3,130
8025,0,1275,5,190
8026,0,1275,2,50
8027,0,1275,6,220
8028,0,517,3,85
8029,0,1275,105,505
8030,0,1275,106,505
8031,0,1275,6,505
8032,0,1275,28,610
8033,0,517,6,210
8034,0,517,3,130
8035,0,539,2,25
8036,0,539,4,500
8052,0,539,80,2000
8067,0,540,2,25
8068,0,540,4,500
8084,0,540,80,2000
8135,0,541,1,100
8136,0,542,1,100
8137,0,543,1,100
8138,0,544,1,100
8139,0,545,1,100
8140,0,546,1,100
8141,0,547,80,2000
8142,0,548,80,2000
9059,0,507,5,515
9060,0,487,1,20
9061,0,489,3,127
9062,0,489,4,375
9063,0,513,3,130
9064,0,510,4,250
9065,0,510,5,330
9159,0,507,6,557
9193,0,1047,3,100
9194,0,1047,6,100
9195,0,1047,2,100
9196,0,1047,4,100
9197,0,1047,5,100
9198,0,1047,5,100
9199,0,1047,2,100
9200,0,1047,4,100
9201,0,1047,5,100
9202,0,1047,5,100
9203,0,1047,3,100
9204,0,1047,5,100
9205,0,1047,3,100
9209,0,1047,2,100
9210,0,1047,83,2500
9211,0,1047,2,100
9212,0,1047,83,2500
9213,0,1047,3,100
9214,0,1047,83,2500
9215,0,1047,2,100
9216,0,1047,83,2500
9217,0,1047,2,100
9218,0,1047,83,2500
9219,0,1047,2,100
9220,0,1047,83,2500
9221,0,1047,3,100
9222,0,1047,83,2500
9223,0,1047,2,100
9224,0,1047,83,2500
9225,0,1047,2,100
9226,0,1047,83,2500
9227,0,1047,4,100
9228,0,1047,83,2500
9229,0,1047,3,100
9230,0,1047,5,100
9231,0,1047,2,100
9232,0,1047,83,2500
9233,0,1047,4,100
9234,0,1047,83,2500
9235,0,1047,4,100
9236,0,1047,6,100
9237,0,1047,4,100
9238,0,1047,6,100
9239,0,1047,2,100
9240,0,1047,83,2500
9241,0,1047,3,100
9242,0,1047,83,2500
9243,0,1047,2,100
9244,0,1047,4,100
9245,0,1047,2,100
9246,0,1047,4,100
9247,0,1047,2,100
9248,0,1047,4,100
9249,0,1047,4,100
9250,0,1047,4,100
9251,0,1047,4,100
9252,0,1047,4,100
9253,0,1047,5,100
9254,0,1047,6,100
9255,0,1047,5,100
9256,0,1047,6,100
9257,0,1047,3,100
9258,0,1047,4,100
9259,0,1047,3,100
9260,0,1047,4,100
9261,0,1047,3,100
9262,0,1047,4,100
9263,0,1047,4,100
9264,0,1047,5,100
9265,0,1047,4,100
9266,0,1047,5,100
9267,0,1047,2,100
9268,0,1047,4,100
9269,0,1047,2,100
9270,0,1047,4,100
9271,0,1047,2,100
9272,0,1047,4,100
9273,0,1047,3,100
9274,0,1047,5,100
9275,0,1047,3,100
9276,0,1047,5,100
9277,0,1047,2,100
9278,0,1047,4,100
9279,0,1047,2,100
9280,0,1047,4,100
9281,0,1047,2,100
9282,0,1047,4,100
9283,0,1047,2,100
9284,0,1047,4,100
9285,0,1048,2,100
9286,0,1048,4,100
9287,0,1048,2,100
9288,0,1048,4,100
9289,0,1048,5,100
9290,0,1048,5,100
9291,0,1048,2,100
9292,0,1048,4,100
9293,0,1048,5,100
9294,0,1048,5,100
9295,0,1048,4,100
9296,0,1048,6,100
9297,0,1048,4,100
9298,0,1048,6,100
9299,0,1048,3,100
9300,0,1048,4,100
9301,0,1048,83,2500
9302,0,1048,3,100
9303,0,1048,4,100
9304,0,1048,83,2500
9305,0,1048,3,100
9306,0,1048,4,100
9307,0,1048,83,2500
9308,0,1048,3,100
9309,0,1048,4,100
9310,0,1048,83,2500
9311,0,1048,3,100
9312,0,1048,4,100
9313,0,1048,83,2500
9314,0,1048,4,100
9315,0,1048,5,100
9316,0,1048,6,100
9317,0,1048,4,100
9318,0,1048,5,100
9319,0,1048,6,100
9320,0,1048,4,100
9321,0,1048,5,100
9322,0,1048,6,100
9323,0,1048,4,100
9324,0,1048,5,100
9325,0,1048,6,100
9326,0,1048,4,100
9327,0,1048,5,100
9328,0,1048,6,100
9329,0,1048,2,100
9330,0,1048,4,100
9331,0,1048,2,100
9332,0,1048,4,100
9333,0,1048,2,100
9334,0,1048,4,100
9335,0,1048,2,100
9336,0,1048,4,100
9337,0,1048,2,100
9338,0,1048,4,100
9339,0,1048,2,100
9340,0,1048,4,100
9341,0,1048,5,100
9342,0,1048,5,100
9343,0,1048,5,100
9344,0,1048,6,100
9345,0,1048,3,100
9346,0,1048,4,100
9347,0,1048,5,100
9348,0,1048,5,100
9349,0,1048,6,100
9350,0,1048,6,100
9437,0,476,106,410
9438,0,496,106,700
9439,0,479,106,700
9440,0,487,106,915
9441,0,485,6,350
9442,0,505,106,710
9443,0,481,6,320
9444,0,1433,6,1200
9445,0,500,6,1350
9446,0,502,6,790
9447,0,515,6,820
9448,0,517,28,1000
9449,0,518,28,1000
9450,0,1274,106,750
9451,0,1274,106,750
9452,0,1274,106,750
9453,0,469,106,1220
9454,0,517,29,1000
9455,0,517,29,777
9456,0,494,23,1000
9457,0,495,23,1000
9458,0,525,28,180
9459,0,525,28,180
9460,0,525,28,180
9461,0,481,28,180
9462,0,482,28,180
9463,0,483,28,180
9788,0,493,23,1000
9789,0,489,23,1000
9796,0,517,6,610
10133,0,532,104,320
10983,0,1272,20,1000
10984,0,1273,28,5000
10985,0,1274,28,1000
10986,0,467,106,1010
10987,0,520,28,500
10988,0,521,28,1000
10989,0,522,28,1000
10990,0,1267,28,1000
10991,0,1268,28,1000
10992,0,1269,28,1000
10993,0,1270,28,1000
10996,0,1275,28,1000
10997,0,1275,28,1000
10998,0,1275,28,1000
10999,0,524,20,1000
11000,0,524,20,1000
11001,0,524,20,1000
11002,0,524,20,1000
11003,0,524,20,1000
11004,0,524,20,1000
11005,0,524,20,1000
11006,0,524,20,1000
11007,0,524,20,1000
11008,0,524,20,1000
11009,0,524,20,1000
11010,0,524,20,1000
11011,0,484,28,1000
11012,0,485,28,1000
11013,0,486,28,1000
11045,0,1047,1,0
11046,0,1047,1,0
11047,0,1047,1,0
11210,0,517,29,1000
11211,0,517,29,1000
11212,0,517,29,1000
11504,0,488,16,300
11505,0,488,116,600
11506,0,486,16,300
11507,0,487,116,600
11508,0,493,16,300
11509,0,485,116,600
11719,0,1047,6,100
11720,0,1047,6,100
11721,0,1047,6,100
11722,0,1047,6,100
11723,0,1047,6,100
11724,0,1047,6,100
11725,0,1047,6,100
11726,0,1047,6,100
11727,0,1047,6,100
11728,0,1047,6,100
11729,0,1047,6,100
11730,0,1047,6,100
11731,0,1047,6,100
11732,0,1047,6,100
11733,0,1047,6,100
11734,0,1047,6,100
11735,0,1047,6,100
11736,0,1047,6,100
11737,0,1047,6,100
11738,0,1047,6,100
11739,0,1047,6,100
11740,0,1048,6,100
11741,0,1048,6,100
11742,0,1048,6,100
11743,0,1048,6,100
11744,0,1048,6,100
11745,0,1048,6,100
11746,0,1048,6,100
11747,0,1048,6,100
11748,0,1048,6,100
11759,0,1495,106,100
11764,0,514,16,300
11765,0,515,116,600
11766,0,511,16,300
11767,0,511,116,600
11768,0,495,16,300
11769,0,495,116,600
11770,0,487,16,300
11771,0,495,116,600
11772,0,487,16,300
11773,0,487,116,600
11774,0,1419,101,952
11775,0,489,16,300
11776,0,488,116,600
11777,0,1419,101,952
11778,0,488,101,952
11779,0,524,20,1000
11780,0,1422,23,952
11781,0,1423,28,952
11782,0,1423,28,952
11783,0,1423,28,988
11784,0,1431,6,100
11789,0,489,16,300
11790,0,489,116,600
11791,0,518,16,300
11792,0,504,116,600
11793,0,497,16,300
11794,0,501,116,600
11795,0,482,16,300
11796,0,519,116,600
11797,0,508,16,300
11798,0,515,116,600
11799,0,475,16,300
11800,0,500,116,600
11801,0,463,16,300
11802,0,481,116,600
11803,0,476,16,300
11804,0,499,116,600
11805,0,465,101,1014
11806,0,496,16,300
11807,0,498,116,600
11808,0,1429,101,1014
11809,0,1429,101,1014
11810,0,1424,23,1014
11811,0,1425,28,1014
11812,0,1425,28,1014
11813,0,1425,28,1056
11819,0,1418,20,1000
12784,0,1418,20,1000
13223,0,1419,101,952
13224,0,477,101,1014
13371,0,1048,1,0
13372,0,1048,1,0
13373,0,1048,1,0
13374,0,1048,1,0
13375,0,1048,1,0
13376,0,1048,1,0
13377,0,1048,1,0
13378,0,1048,1,0
13379,0,1048,1,0
13380,0,1048,1,0
13381,0,1048,1,0
13382,0,1048,1,0
13383,0,1048,1,0
13384,0,1048,1,0
13385,0,1048,1,0
13386,0,1048,1,0
13387,0,1048,1,0
13388,0,1048,1,0
13389,0,1048,1,0
13390,0,1048,1,0
13391,0,1048,1,0
13392,0,1048,1,0
13393,0,1048,1,0
13394,0,1048,1,0
13395,0,1048,1,0
13396,0,1048,1,0
13397,0,1048,1,0
13398,0,1048,1,0
13399,0,1048,1,0
13400,0,1048,1,0
13401,0,1048,1,0
13402,0,1048,1,0
13403,0,1048,1,0
13404,0,1048,1,0
13405,0,1048,1,0
13406,0,1048,1,0
13407,0,1048,1,0
